Frame;DeltaTime;FPS
0;0.0321164;31
1;0.0308759;32
2;0.0312957;32
3;0.0306096;33
4;0.0319946;31
5;0.0330002;30
6;0.0313901;32
7;0.0308221;32
8;0.0320958;31
9;0.0322988;31
10;0.0315346;32
11;0.0314992;32
12;0.0311159;32
13;0.032241;31
14;0.0314989;32
15;0.0316976;32
16;0.030019;33
17;0.0310685;32
18;0.0307341;33
19;0.0311752;32
20;0.0320138;31
21;0.0315682;32
22;0.0327982;30
23;0.0312839;32
24;0.0312785;32
25;0.0309146;32
26;0.0315168;32
27;0.0314066;32
28;0.0317039;32
29;0.0311342;32
30;0.0312089;32
31;0.0312753;32
32;0.0311012;32
33;0.0311604;32
34;0.0312476;32
35;0.0308744;32
36;0.0326987;31
37;0.0305734;33
38;0.0324004;31
39;0.031547;32
40;0.0316688;32
41;0.0306924;33
42;0.0303132;33
43;0.0316495;32
44;0.0305654;33
45;0.0312452;32
46;0.0318675;31
47;0.0322701;31
48;0.0325906;31
49;0.0296177;34
50;0.0302335;33
51;0.0313357;32
52;0.0316699;32
53;0.031075;32
54;0.0318803;31
55;0.0317403;32
56;0.0305111;33
57;0.0318376;31
58;0.0312164;32
59;0.0307187;33
60;0.0309243;32
61;0.0311804;32
62;0.0318655;31
63;0.0301638;33
64;0.0314615;32
65;0.0305415;33
66;0.0307807;32
67;0.030743;33
68;0.0313779;32
69;0.0312741;32
70;0.0311316;32
71;0.0313309;32
72;0.0307934;32
73;0.032361;31
74;0.029673;34
75;0.0314821;32
76;0.0320185;31
77;0.0322382;31
78;0.0317507;31
79;0.0309467;32
80;0.0315542;32
81;0.0320048;31
82;0.0309644;32
83;0.0315903;32
84;0.0298239;34
85;0.0338883;30
86;0.0338169;30
87;0.0289729;35
88;0.0314206;32
89;0.0328056;30
90;0.0296025;34
91;0.0301053;33
92;0.0313784;32
93;0.0314839;32
94;0.0306527;33
95;0.0322925;31
96;0.0317421;32
97;0.0321065;31
98;0.0319477;31
99;0.0317791;31
