Frame;DeltaTime;FPS
0;0.0108945;92
1;0.0074639;134
2;0.0105244;95
3;0.0084863;118
4;0.0091486;109
5;0.0087603;114
6;0.0097815;102
7;0.0094834;105
8;0.0074293;135
9;0.0099789;100
10;0.0081286;123
11;0.0094277;106
12;0.0083138;120
13;0.0093988;106
14;0.0089634;112
15;0.0090921;110
16;0.0093302;107
17;0.0080425;124
18;0.0086654;115
19;0.0091018;110
20;0.0089277;112
21;0.0093799;107
22;0.009076;110
23;0.009874;101
24;0.0077729;129
25;0.0084076;119
26;0.0090108;111
27;0.0089884;111
28;0.0097052;103
29;0.0090358;111
30;0.0097838;102
31;0.0070189;142
32;0.0093344;107
33;0.0086416;116
34;0.0090444;111
35;0.0090314;111
36;0.0086007;116
37;0.0105187;95
38;0.0072795;137
39;0.0117426;85
40;0.0061882;162
41;0.0093037;107
42;0.0085714;117
43;0.0092106;109
44;0.0084358;119
45;0.0092579;108
46;0.0108751;92
47;0.0071364;140
48;0.0102894;97
49;0.0074784;134
50;0.0098456;102
51;0.0086862;115
52;0.0094053;106
53;0.0089676;112
54;0.0088671;113
55;0.00869;115
56;0.0090296;111
57;0.008791;114
58;0.0098601;101
59;0.0092243;108
60;0.0105964;94
61;0.0073237;137
62;0.0097336;103
63;0.0079548;126
64;0.0087308;115
65;0.0091723;109
66;0.0089606;112
67;0.0106327;94
68;0.0073409;136
69;0.0092868;108
70;0.0095045;105
71;0.0084272;119
72;0.0094071;106
73;0.008226;122
74;0.0108746;92
75;0.0064846;154
76;0.0102473;98
77;0.0082974;121
78;0.0094436;106
79;0.0087153;115
80;0.0094021;106
81;0.0090811;110
82;0.0077629;129
83;0.0098714;101
84;0.0085111;117
85;0.0088492;113
86;0.0086713;115
87;0.0096744;103
88;0.0090707;110
89;0.0093205;107
90;0.0111529;90
91;0.0068963;145
92;0.0088415;113
93;0.0090013;111
94;0.0087123;115
95;0.0087883;114
96;0.0094349;106
97;0.0090468;111
98;0.0099365;101
99;0.0085737;117
