Frame;DeltaTime;FPS
0;0.033777;30
1;0.0302209;33
2;0.031031;32
3;0.0321465;31
4;0.0312111;32
5;0.0328704;30
6;0.0327549;31
7;0.0321028;31
8;0.0314382;32
9;0.0314724;32
10;0.0310428;32
11;0.0313164;32
12;0.0301694;33
13;0.0309886;32
14;0.0316347;32
15;0.0309179;32
16;0.0316498;32
17;0.0303455;33
18;0.0319347;31
19;0.0312673;32
20;0.0305332;33
21;0.0320318;31
22;0.0315512;32
23;0.030927;32
24;0.0291941;34
25;0.0307864;32
26;0.0307847;32
27;0.0306975;33
28;0.0304071;33
29;0.0308025;32
30;0.0316165;32
31;0.0301583;33
32;0.0308663;32
33;0.0306636;33
34;0.0314442;32
35;0.0306789;33
36;0.0313684;32
37;0.0317702;31
38;0.0310798;32
39;0.0311221;32
40;0.0315104;32
41;0.0327149;31
42;0.0331542;30
43;0.0325486;31
44;0.031608;32
45;0.0333729;30
46;0.0304044;33
47;0.0304254;33
48;0.0310736;32
49;0.0304969;33
50;0.0316829;32
51;0.0323646;31
52;0.0326654;31
53;0.0326618;31
54;0.0316888;32
55;0.032091;31
56;0.0330426;30
57;0.0324534;31
58;0.0318689;31
59;0.0338772;30
60;0.0315928;32
61;0.0309679;32
62;0.0317441;32
63;0.0313911;32
64;0.0324198;31
65;0.0315719;32
66;0.0314022;32
67;0.0325058;31
68;0.0315165;32
69;0.031113;32
70;0.0304667;33
71;0.0314167;32
72;0.0312798;32
73;0.031638;32
74;0.0322397;31
75;0.030901;32
76;0.0321952;31
77;0.0325112;31
78;0.0328245;30
79;0.0335773;30
80;0.0307551;33
81;0.0318968;31
82;0.0315902;32
83;0.0316912;32
84;0.032047;31
85;0.0311035;32
86;0.0317374;32
87;0.0311433;32
88;0.0319467;31
89;0.0312474;32
90;0.0338748;30
91;0.0313915;32
92;0.0314713;32
93;0.0304038;33
94;0.0302077;33
95;0.0306767;33
96;0.0309214;32
97;0.0308832;32
98;0.0312552;32
99;0.0311761;32
